
..................TÜRKÝYE VE YAKIN ÇEVRESÝNDEKÝ SON DEPREMLER....................
.....BÖLGESEL DEPREM-TSUNAMÝ ÝZLEME VE DEÐERLENDÝRME MERKEZÝ HIZLI ÇÖZÜMLERÝ.....
......(YAPAY SARSINTI ANALÝZÝ YAPILMAMIÞTIR) Son 500 deprem listelenmiþtir......
                                                        Büyüklük
Tarih      Saat      Enlem(N)  Boylam(E) Derinlik(km)  MD   ML   Mw    Yer                                             Çözüm Niteliði
2023.01.23 16:08:52  38.7468   27.8927        5.2      -.-  1.3  -.-   HACIBASTANLAR-GOLMARMARA (MANISA)                 Ýlksel
2023.01.23 16:00:33  40.4702   29.2458        0.0      -.-  1.2  -.-   SAHINYURDU-GEMLIK (BURSA)                         Ýlksel
2023.01.23 16:00:28  39.1145   40.4005        8.9      -.-  2.4  -.-   SANCAK-(BINGOL)                                   Ýlksel
2023.01.23 15:51:12  39.3682   26.2483       10.4      -.-  2.3  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.23 15:44:27  39.4108   26.2098        7.3      -.-  1.9  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.23 15:34:44  39.3767   26.2435       18.2      -.-  2.1  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.23 15:22:17  39.3783   26.2413       12.9      -.-  3.3  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.23 15:07:06  39.4892   29.3912       18.1      -.-  1.5  -.-   AGAKOY-TAVSANLI (KUTAHYA)                         Ýlksel
2023.01.23 14:51:33  37.0613   28.8983        9.6      -.-  2.1  -.-   OTMANLAR-KOYCEGIZ (MUGLA)                         Ýlksel
2023.01.23 13:38:10  37.8387   38.3185       17.9      -.-  1.8  -.-   PALANLI-(ADIYAMAN)                                Ýlksel
2023.01.23 12:56:14  39.1530   27.4942        0.0      -.-  1.3  -.-   CENKYERI-SOMA (MANISA)                            Ýlksel
2023.01.23 12:48:15  38.2658   27.2270       16.4      -.-  1.2  -.-   YESILKOY-TORBALI (IZMIR)                          Ýlksel
2023.01.23 12:36:43  39.5407   29.2453       15.8      -.-  1.5  -.-   CAMALAN-TAVSANLI (KUTAHYA)                        Ýlksel
2023.01.23 12:36:10  39.4765   33.5475        6.8      -.-  1.8  -.-   CELEBI (KIRIKKALE)                                Ýlksel
2023.01.23 12:30:23  39.8828   26.2635        3.4      -.-  0.9  -.-   PINARBASI-EZINE (CANAKKALE)                       Ýlksel
2023.01.23 12:28:44  37.3530   29.4953        4.9      -.-  2.1  -.-   KUMAFSARI-ACIPAYAM (DENIZLI)                      Ýlksel
2023.01.23 12:24:49  36.2747   33.7203        0.0      -.-  1.4  -.-   AKDERE-SILIFKE (MERSIN)                           Ýlksel
2023.01.23 12:19:07  38.1232   27.2862        5.1      -.-  1.5  -.-   YENIKOY-TORBALI (IZMIR)                           Ýlksel
2023.01.23 11:16:08  40.8008   31.0257        5.4      -.-  1.7  -.-   ICMELER-GOLYAKA (DUZCE)                           Ýlksel
2023.01.23 11:05:48  40.8218   30.9722       17.9      -.-  1.6  -.-   ELMACIK-GUMUSOVA (DUZCE)                          Ýlksel
2023.01.23 11:04:33  37.8200   27.0270        5.4      -.-  1.9  -.-   KUSADASI KORFEZI (EGE DENIZI)                     Ýlksel
2023.01.23 10:49:15  40.1542   31.7293        4.3      -.-  2.1  -.-   SEKLI-BEYPAZARI (ANKARA)                          Ýlksel
2023.01.23 10:28:17  39.9907   42.5720       12.6      -.-  1.9  -.-   KOZAN-SARIKAMIS (KARS)                            Ýlksel
2023.01.23 10:18:35  40.6018   32.4868        5.5      -.-  1.5  -.-   GEBELER-KIZILCAHAMAM (ANKARA)                     Ýlksel
2023.01.23 09:24:24  39.7117   25.4977        1.9      -.-  2.5  -.-   EGE DENIZI                                        Ýlksel
2023.01.23 09:01:21  37.8485   26.8393        2.5      -.-  2.1  -.-   SISAM ADASI (EGE DENIZI)                          Ýlksel
2023.01.23 07:48:19  39.3478   26.2792       10.9      -.-  2.7  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.23 07:14:44  39.9130   32.7803        5.2      -.-  2.2  -.-   YENIMAHALLE (ANKARA)                              Ýlksel
2023.01.23 07:01:45  40.8043   31.0145        1.6      -.-  1.4  -.-   ICMELER-GOLYAKA (DUZCE)                           Ýlksel
2023.01.23 06:59:54  39.8787   32.7647        7.3      -.-  1.0  -.-   CANKAYA (ANKARA)                                  Ýlksel
2023.01.23 06:53:58  40.8525   28.2400       19.4      -.-  2.0  -.-   SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)        Ýlksel
2023.01.23 05:58:38  36.9517   27.6623       12.7      -.-  3.0  -.-   GOKOVA KORFEZI (AKDENIZ)                          Ýlksel
2023.01.23 05:38:13  40.7090   42.3127        5.5      -.-  2.2  -.-   YOGURTCULAR-SENKAYA (ERZURUM)                     Ýlksel
2023.01.23 05:29:45  39.3522   26.2782       11.2      -.-  2.0  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.23 05:21:50  39.3513   26.2768       11.9      -.-  1.6  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.23 05:05:30  38.3323   27.2167        8.3      -.-  1.3  -.-   ZAFER-BUCA (IZMIR)                                Ýlksel
2023.01.23 04:16:43  38.3362   27.2080        8.4      -.-  1.5  -.-   ZAFER-BUCA (IZMIR)                                Ýlksel
2023.01.23 04:11:18  39.3328   27.4310        8.7      -.-  1.6  -.-   KAPLAN-SOMA (MANISA)                              Ýlksel
2023.01.23 03:53:19  40.0802   40.5213        5.0      -.-  1.6  -.-   BASCIMAGIL-(BAYBURT)                              Ýlksel
2023.01.23 02:30:10  37.7663   26.9955        1.8      -.-  1.4  -.-   SISAM ADASI (EGE DENIZI)                          Ýlksel
2023.01.23 01:39:11  40.5340   32.9408       12.5      -.-  1.3  -.-   TUTMACBAYINDIR-ORTA (CANKIRI)                     Ýlksel
2023.01.23 01:27:24  37.3328   29.5448        8.6      -.-  1.5  -.-   KUMAFSARI-ACIPAYAM (DENIZLI)                      Ýlksel
2023.01.22 23:43:46  40.1565   24.2207       16.0      -.-  2.2  -.-   YUNANISTAN                                        Ýlksel
2023.01.22 23:32:14  37.3603   29.4930       15.1      -.-  1.1  -.-   YUMRUTAS-ACIPAYAM (DENIZLI)                       Ýlksel
2023.01.22 22:40:34  37.3450   29.4972       10.5      -.-  1.1  -.-   KUMAFSARI-ACIPAYAM (DENIZLI)                      Ýlksel
2023.01.22 19:55:38  37.8843   29.3225        2.3      -.-  1.9  -.-   KARAPINAR-CAL (DENIZLI)                           Ýlksel
2023.01.22 19:35:11  37.8083   26.8377       12.6      -.-  1.9  -.-   SISAM ADASI (EGE DENIZI)                          Ýlksel
2023.01.22 19:33:43  37.8850   29.3400        7.1      -.-  2.4  -.-   KARAPINAR-CAL (DENIZLI)                           Ýlksel
2023.01.22 19:27:40  37.9738   27.1968        5.0      -.-  1.4  -.-   KUSADASI KORFEZI (EGE DENIZI)                     Ýlksel
2023.01.22 19:16:57  39.6733   44.3828        3.1      -.-  2.3  -.-   GUNGOREN-DOGUBAYAZIT (AGRI)                       Ýlksel
2023.01.22 18:44:06  37.2168   37.0970        0.0      -.-  1.7  -.-   SARILAR-SEHITKAMIL (GAZIANTEP)                    Ýlksel
2023.01.22 18:34:32  39.3788   26.2477       14.0      -.-  1.8  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.22 17:55:56  39.0300   42.1143       14.7      -.-  1.7  -.-   ESENLIK-BULANIK (MUS)                             Ýlksel
2023.01.22 17:41:14  39.6092   28.7903        5.4      -.-  2.8  -.-   CINARKOY-DURSUNBEY (BALIKESIR)                    Ýlksel
2023.01.22 16:35:35  38.9822   27.8820        6.3      -.-  2.1  -.-   KARABORKLU-AKHISAR (MANISA)                       Ýlksel
2023.01.22 16:31:57  40.7685   30.9800        5.0      -.-  1.9  -.-   TASLIK-GOLYAKA (DUZCE)                            Ýlksel
2023.01.22 16:23:01  38.9772   27.8725        8.9      -.-  3.1  2.8   KARABORKLU-AKHISAR (MANISA)                       Ýlksel
2023.01.22 15:21:49  36.3382   36.0033       10.4      -.-  1.4  -.-   KARAGOZ-ARSUZ (HATAY)                             Ýlksel
2023.01.22 14:37:15  39.0888   40.3102        5.3      -.-  1.9  -.-   SUTGOLU-(BINGOL)                                  Ýlksel
2023.01.22 14:07:15  37.0912   28.3933        8.2      -.-  2.0  -.-   ULA (MUGLA)                                       Ýlksel
2023.01.22 13:54:01  36.2055   28.4052       27.6      -.-  2.7  -.-   AKDENIZ                                           Ýlksel
2023.01.22 12:33:06  37.2982   31.9520        2.6      -.-  2.0  -.-   SUSUZ-SEYDISEHIR (KONYA)                          Ýlksel
2023.01.22 12:12:27  39.2722   40.2150        9.4      -.-  2.2  -.-   ACIKGUNEY-KIGI (BINGOL)                           Ýlksel
2023.01.22 11:37:15  40.6602   36.7233        5.0      -.-  3.1  3.0   AYAN-ERBAA (TOKAT)                                Ýlksel
2023.01.22 10:03:05  40.7783   30.9450        3.4      -.-  1.5  -.-   ZEKERIYAKOY-GOLYAKA (DUZCE)                       Ýlksel
2023.01.22 09:35:46  35.0878   25.8730       11.6      -.-  2.7  -.-   GIRIT ADASI (AKDENIZ)                             Ýlksel
2023.01.22 08:05:39  37.8008   29.6848        5.0      -.-  1.5  -.-   CARDAK (DENIZLI)                                  Ýlksel
2023.01.22 08:02:37  40.7743   31.0108        5.2      -.-  1.6  -.-   GOLYAKA (DUZCE)                                   Ýlksel
2023.01.22 07:55:34  40.2000   31.8705        6.6      -.-  2.1  -.-   CAKILOBA-BEYPAZARI (ANKARA)                       Ýlksel
2023.01.22 07:46:45  38.8515   22.9817        4.6      -.-  3.8  -.-   YUNANISTAN                                        Ýlksel
2023.01.22 07:35:49  37.9275   29.1155        5.4      -.-  1.7  -.-   PAMUKKALE-(DENIZLI)                               Ýlksel
2023.01.22 07:27:03  40.1512   28.2782       10.9      -.-  1.3  -.-   YOLAGZI-KARACABEY (BURSA)                         Ýlksel
2023.01.22 07:23:07  39.3767   26.2650        6.2      -.-  1.9  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.22 06:53:13  38.8428   27.6100       10.2      -.-  1.5  -.-   GOZLET-SARUHANLI (MANISA)                         Ýlksel
2023.01.22 06:48:54  39.3763   26.2415       10.3      -.-  1.6  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.22 06:46:45  36.0128   29.8557        5.3      -.-  1.9  -.-   KAS ACIKLARI-ANTALYA (AKDENIZ)                    Ýlksel
2023.01.22 06:40:47  39.3757   26.2323        6.2      -.-  2.1  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.22 06:28:04  36.9825   28.4220        9.9      -.-  1.7  -.-   YESILCAM-ULA (MUGLA)                              Ýlksel
2023.01.22 05:55:59  38.2163   28.1553        4.3      -.-  1.1  -.-   KOFUNDERE-ODEMIS (IZMIR)                          Ýlksel
2023.01.22 05:28:41  38.4997   36.6273        6.8      -.-  3.0  3.1   BUYUKSOBECIMEN-SARIZ (KAYSERI)                    Ýlksel
2023.01.22 05:14:17  39.4035   40.4010        5.0      -.-  1.7  -.-   GELINPERTEK-YEDISU (BINGOL)                       Ýlksel
2023.01.22 04:55:15  39.2837   33.1773       11.2      -.-  1.2  -.-   KOSKER-KULU (KONYA)                               Ýlksel
2023.01.22 04:44:25  39.7485   28.4975        4.9      -.-  1.5  -.-   CALKANDIL-KEPSUT (BALIKESIR)                      Ýlksel
2023.01.22 04:42:19  39.3843   26.2295       10.5      -.-  1.6  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.22 04:15:09  40.7773   30.9413        3.3      -.-  1.3  -.-   ZEKERIYAKOY-GOLYAKA (DUZCE)                       Ýlksel
2023.01.22 04:11:59  39.6012   28.5950        3.5      -.-  1.4  -.-   DURSUNBEY (BALIKESIR)                             Ýlksel
2023.01.22 04:08:30  38.0888   30.1012        6.9      -.-  1.9  -.-   TUGAYLI-DINAR (AFYONKARAHISAR)                    Ýlksel
2023.01.22 03:25:34  39.3890   26.2483        5.5      -.-  1.8  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.22 03:12:21  38.4865   39.3203        6.4      -.-  1.8  -.-   GUNEYKOY-SIVRICE (ELAZIG)                         Ýlksel
2023.01.22 03:02:05  40.5945   41.0740        7.3      -.-  1.9  -.-   AKSU-ISPIR (ERZURUM)                              Ýlksel
2023.01.22 02:54:29  37.9152   29.1613       16.5      -.-  1.4  -.-   YENIKOY-(DENIZLI)                                 Ýlksel
2023.01.22 02:35:44  39.3763   26.2323       11.3      -.-  1.3  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.22 01:40:43  40.1507   31.6503        3.4      -.-  2.1  -.-   ULUKOY-NALLIHAN (ANKARA)                          Ýlksel
2023.01.22 01:39:02  36.3162   28.2595        5.0      -.-  1.9  -.-   RODOS ADASI (AKDENIZ)                             Ýlksel
2023.01.22 01:06:31  39.2345   43.5685       16.1      -.-  2.0  -.-   YANKITEPE-ERCIS (VAN)                             Ýlksel
2023.01.22 01:05:25  39.3790   26.2480        7.7      -.-  1.6  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.22 00:59:54  37.3413   29.5063        5.0      -.-  1.4  -.-   KUMAFSARI-ACIPAYAM (DENIZLI)                      Ýlksel
2023.01.22 00:47:26  39.4790   25.8828        7.0      -.-  1.5  -.-   GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI)          Ýlksel
2023.01.22 00:37:04  36.3388   28.2420        5.0      -.-  2.1  -.-   RODOS ADASI (AKDENIZ)                             Ýlksel
2023.01.22 00:33:23  39.1865   40.5302        5.1      -.-  1.6  -.-   ERBASLAR-ADAKLI (BINGOL)                          Ýlksel
2023.01.22 00:29:36  39.3917   26.2270        6.8      -.-  1.6  -.-   MIDILLI ADASI (EGE DENIZI)                        Ýlksel
2023.01.22 00:29:12  35.0755   35.3687        8.6      -.-  2.4  -.-   DOGU AKDENIZ                                      Ýlksel

